name,pokedex_number,type,weakness,height,weight,ability,genders,hp,attack,defense,special_attack,special_defense,speed
Rolycoly,#0837,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","1' 00""",26.5 lbs,"['Heatproof', 'Steam Engine']","['male', 'female']",2,3,3,3,3,2
Bombirdier,#0962,"['Flying', 'Dark']","['Fairy', 'Electric', 'Ice', 'Rock']","4' 11""",94.6 lbs,"['Keen Eye', 'Big Pecks']","['male', 'female']",5,7,5,4,5,5
Chinchou,#0170,"['Water', 'Electric']","['Grass', 'Ground']","1' 08""",26.5 lbs,"['Illuminate', 'Volt Absorb']","['male', 'female']",5,3,3,4,4,4
Meowth,#0052,Normal,Fighting,"1' 04""",9.3 lbs,"['Pickup', 'Technician']","['male', 'female']",3,3,3,3,3,6
Victreebel,#0071,"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","5' 07""",34.2 lbs,Chlorophyll,"['male', 'female']",5,7,4,6,5,5
Toxapex,#0748,"['Poison', 'Water']","['Psychic', 'Electric', 'Ground']","2' 04""",32.0 lbs,"['Limber', 'Merciless']","['male', 'female']",3,4,9,4,9,3
Tarountula,#0917,Bug,"['Fire', 'Flying', 'Rock']","1' 00""",8.8 lbs,Insomnia,"['male', 'female']",3,3,3,2,3,2
Ursaluna,#0901,"['Ground', 'Normal']","['Water', 'Grass', 'Ice', 'Fighting']","7' 10""",639.3 lbs,,"['male', 'female']",8,9,7,3,5,3
Rowlet,#0722,"['Grass', 'Flying']","['Fire', 'Flying', 'Ice', 'Poison', 'Rock']","1' 00""",3.3 lbs,Overgrow,"['male', 'female']",4,4,4,3,3,3
Gastly,#0092,"['Ghost', 'Poison']","['Ghost', 'Dark', 'Psychic', 'Ground']","4' 03""",0.2 lbs,Levitate,"['male', 'female']",2,3,2,6,3,5
Annihilape,#0979,"['Fighting', 'Ghost']","['Ghost', 'Psychic', 'Flying', 'Fairy']","3' 11""",123.5 lbs,"['Inner Focus', 'Vital Spirit']","['male', 'female']",7,7,5,3,6,6
Poochyena,#0261,Dark,"['Fairy', 'Bug', 'Fighting']","1' 08""",30.0 lbs,"['Run Away', 'Quick Feet']","['male', 'female']",3,4,3,2,2,3
Wiglett,#0960,Water,"['Grass', 'Electric']","3' 11""",4.0 lbs,"['Gooey', 'Rattled']","['male', 'female']",1,4,2,3,2,6
Jolteon,#0135,Electric,Ground,"2' 07""",54.0 lbs,Volt Absorb,"['male', 'female']",4,4,4,7,6,8
Vanillish,#0583,Ice,"['Fire', 'Steel', 'Fighting', 'Rock']","3' 07""",90.4 lbs,"['Snow Cloak', 'Ice Body']","['male', 'female']",3,4,4,5,5,4
Gimmighoul,#0999,Ghost,"['Ghost', 'Dark']","1' 00""",11.0 lbs,Rattled,Unknown,3,2,5,5,5,1
Vileplume,#0045,"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","3' 11""",41.0 lbs,Chlorophyll,"['male', 'female']",5,5,5,7,6,3
Coalossal,#0839,"['Rock', 'Fire']","['Water', 'Ground', 'Fighting', 'Rock']","9' 02""",684.5 lbs,"['Flame Body', 'Steam Engine']","['male', 'female']",7,5,8,5,6,2
Lycanroc,#0745,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","2' 07""",55.1 lbs,"['Keen Eye', 'Sand Rush']","['male', 'female']",5,7,4,4,4,7
Floette,#0670,Fairy,"['Steel', 'Poison']","0' 08""",2.0 lbs,Flower Veil,female,4,3,3,5,6,4
Forretress,#0205,"['Bug', 'Steel']",Fire,"3' 11""",277.3 lbs,Sturdy,"['male', 'female']",5,6,9,4,4,3
Doublade,#0680,"['Steel', 'Ghost']","['Fire', 'Ghost', 'Dark', 'Ground']","2' 07""",9.9 lbs,No Guard,"['male', 'female']",4,7,9,3,3,3
Spidops,#0918,Bug,"['Fire', 'Flying', 'Rock']","3' 03""",36.4 lbs,Insomnia,"['male', 'female']",4,5,6,4,6,3
Dusknoir,#0477,Ghost,"['Ghost', 'Dark']","7' 03""",235.0 lbs,Pressure,"['male', 'female']",3,6,8,4,8,3
Sinistea,#0854,Ghost,"['Ghost', 'Dark']","0' 04""",0.4 lbs,Weak Armor,Unknown,3,3,3,5,4,3
Gabite,#0444,"['Dragon', 'Ground']","['Fairy', 'Ice', 'Dragon']","4' 07""",123.5 lbs,Sand Veil,"['male', 'female']",4,6,4,3,4,5
Venomoth,#0049,"['Bug', 'Poison']","['Fire', 'Psychic', 'Flying', 'Rock']","4' 11""",27.6 lbs,"['Shield Dust', 'Tinted Lens']","['male', 'female']",5,4,4,6,5,6
Infernape,#0392,"['Fire', 'Fighting']","['Water', 'Psychic', 'Flying', 'Ground']","3' 11""",121.3 lbs,Blaze,"['male', 'female']",5,7,5,7,5,7
Shinx,#0403,Electric,Ground,"1' 08""",20.9 lbs,"['Intimidate', 'Rivalry']","['male', 'female']",3,4,2,3,2,3
Pansear,#0513,Fire,"['Water', 'Ground', 'Rock']","2' 00""",24.3 lbs,Gluttony,"['male', 'female']",3,4,3,4,3,4
Kleavor,#0900,"['Bug', 'Rock']","['Steel', 'Water', 'Rock']","5' 11""",196.2 lbs,,"['male', 'female']",5,8,6,3,5,5
Ariados,#0168,"['Bug', 'Poison']","['Fire', 'Psychic', 'Flying', 'Rock']","3' 07""",73.9 lbs,"['Swarm', 'Insomnia']","['male', 'female']",5,6,5,4,5,3
Ducklett,#0580,"['Water', 'Flying']","['Electric', 'Rock']","1' 08""",12.1 lbs,"['Keen Eye', 'Big Pecks']","['male', 'female']",4,3,3,3,3,4
Klinklang,#0601,Steel,"['Fire', 'Fighting', 'Ground']","2' 00""",178.6 lbs,"['Plus', 'Minus']",Unknown,4,6,7,5,5,6
Dialga,#0483,"['Steel', 'Dragon']","['Fighting', 'Ground']","17' 09""",1505.8 lbs,Pressure,Unknown,6,8,8,9,6,6
Weepinbell,#0070,"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","3' 03""",14.1 lbs,Chlorophyll,"['male', 'female']",4,6,3,5,3,4
Archeops,#0567,"['Rock', 'Flying']","['Steel', 'Water', 'Electric', 'Ice', 'Rock']","4' 07""",70.5 lbs,Defeatist,"['male', 'female']",5,9,4,7,4,7
Clefairy,#0035,Fairy,"['Steel', 'Poison']","2' 00""",16.5 lbs,"['Cute Charm', 'Magic Guard']","['male', 'female']",5,3,3,4,4,3
Magikarp,#0129,Water,"['Grass', 'Electric']","2' 11""",22.0 lbs,Swift Swim,"['male', 'female']",2,1,4,1,2,5
Mightyena,#0262,Dark,"['Fairy', 'Bug', 'Fighting']","3' 03""",81.6 lbs,"['Intimidate', 'Quick Feet']","['male', 'female']",5,6,5,4,4,5
Aron,#0304,"['Steel', 'Rock']","['Water', 'Fighting', 'Ground']","1' 04""",132.3 lbs,"['Rock Head', 'Sturdy']","['male', 'female']",3,5,6,3,3,2
Swalot,#0317,Poison,"['Psychic', 'Ground']","5' 07""",176.4 lbs,"['Liquid Ooze', 'Sticky Hold']","['male', 'female']",6,5,5,5,5,4
Necrozma,#0800,Psychic,"['Ghost', 'Dark', 'Bug']","7' 10""",507.1 lbs,Prism Armor,Unknown,6,7,6,8,6,5
Lopunny,#0428,Normal,Fighting,"3' 11""",73.4 lbs,"['Cute Charm', 'Klutz']","['male', 'female']",4,5,5,4,6,7
Sudowoodo,#0185,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","3' 11""",83.8 lbs,"['Rock Head', 'Sturdy']","['male', 'female']",5,6,7,2,4,2
Scorbunny,#0813,Fire,"['Water', 'Ground', 'Rock']","1' 00""",9.9 lbs,Blaze,"['male', 'female']",3,5,3,3,5,3
Incineroar,#0727,"['Fire', 'Dark']","['Water', 'Ground', 'Fighting', 'Rock']","5' 11""",183.0 lbs,Blaze,"['male', 'female']",6,7,6,5,6,4
Popplio,#0728,Water,"['Grass', 'Electric']","1' 04""",16.5 lbs,Torrent,"['male', 'female']",3,4,4,4,4,3
Meloetta,#0648,"['Normal', 'Psychic']","['Dark', 'Bug']","2' 00""",14.3 lbs,Serene Grace,Unknown,6,5,5,8,8,6
Tinkatuff,#0958,"['Fairy', 'Steel']","['Fire', 'Ground']","2' 04""",130.3 lbs,"['Own Tempo', 'Mold Breaker']",female,4,4,4,3,5,5
Scovillain,#0952,"['Grass', 'Fire']","['Flying', 'Poison', 'Rock']","2' 11""",33.1 lbs,"['Chlorophyll', 'Insomnia']","['male', 'female']",4,7,4,7,4,5
Cyndaquil,#0155,Fire,"['Water', 'Ground', 'Rock']","1' 08""",17.4 lbs,Blaze,"['male', 'female']",3,4,3,4,3,4
Sawk,#0539,Fighting,"['Psychic', 'Flying', 'Fairy']","4' 07""",112.4 lbs,"['Inner Focus', 'Sturdy']",male,5,8,5,2,5,5
Treecko,#0252,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","1' 08""",11.0 lbs,Overgrow,"['male', 'female']",3,3,3,4,4,5
Cosmog,#0789,Psychic,"['Ghost', 'Dark', 'Bug']","0' 08""",0.2 lbs,Unaware,Unknown,3,2,2,2,2,3
Glimmet,#0969,"['Rock', 'Poison']","['Steel', 'Water', 'Psychic', 'Ground']","2' 04""",17.6 lbs,Toxic Debris,"['male', 'female']",3,3,3,7,4,4
Drifblim,#0426,"['Ghost', 'Flying']","['Ghost', 'Dark', 'Electric', 'Ice', 'Rock']","3' 11""",33.1 lbs,"['Aftermath', 'Unburden']","['male', 'female']",9,5,3,6,4,5
Torchic,#0255,Fire,"['Water', 'Ground', 'Rock']","1' 04""",5.5 lbs,Blaze,"['male', 'female']",3,4,3,5,3,3
Azurill,#0298,"['Normal', 'Fairy']","['Steel', 'Poison']","0' 08""",4.4 lbs,"['Thick Fat', 'Huge Power']","['male', 'female']",3,2,3,2,3,2
Mr. Rime,#0866,"['Ice', 'Psychic']","['Steel', 'Ghost', 'Fire', 'Dark', 'Rock', 'Bug']","4' 11""",128.3 lbs,"['Tangled Feet', 'Screen Cleaner']","['male', 'female']",5,5,5,7,6,5
Arctibax,#0997,"['Dragon', 'Ice']","['Steel', 'Fairy', 'Rock', 'Fighting', 'Dragon']","2' 07""",66.1 lbs,Thermal Exchange,"['male', 'female']",6,6,4,3,4,4
Tsareena,#0763,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","3' 11""",47.2 lbs,"['Leaf Guard', 'Queenly Majesty']",female,5,8,6,3,6,5
Drednaw,#0834,"['Water', 'Rock']","['Grass', 'Electric', 'Fighting', 'Ground']","3' 03""",254.6 lbs,"['Shell Armor', 'Strong Jaw']","['male', 'female']",6,7,6,3,4,5
Obstagoon,#0862,"['Dark', 'Normal']","['Fairy', 'Bug', 'Fighting']","5' 03""",101.4 lbs,"['Guts', 'Reckless']","['male', 'female']",6,6,6,4,5,6
Flapple,#0841,"['Grass', 'Dragon']","['Flying', 'Ice', 'Dragon', 'Poison', 'Fairy', 'Bug']","1' 00""",2.2 lbs,"['Gluttony', 'Ripen']","['male', 'female']",5,7,5,6,4,5
Garganacl,#0934,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","7' 07""",529.1 lbs,"['Sturdy', 'Purifying Salt']","['male', 'female']",6,6,8,3,6,3
Minun,#0312,Electric,Ground,"1' 04""",9.3 lbs,Minus,"['male', 'female']",4,3,3,5,5,6
Nosepass,#0299,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","3' 03""",213.8 lbs,"['Sturdy', 'Magnet Pull']","['male', 'female']",2,3,8,3,6,2
Vulpix,#0037,Fire,"['Water', 'Ground', 'Rock']","2' 00""",21.8 lbs,Flash Fire,"['male', 'female']",3,3,3,3,4,4
Piloswine,#0221,"['Ice', 'Ground']","['Steel', 'Fire', 'Grass', 'Water', 'Fighting']","3' 07""",123.0 lbs,"['Oblivious', 'Snow Cloak']","['male', 'female']",6,6,5,4,4,3
Cinderace,#0815,Fire,"['Water', 'Ground', 'Rock']","4' 07""",72.8 lbs,Blaze,"['male', 'female']",5,7,5,5,7,4
Carnivine,#0455,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","4' 07""",59.5 lbs,Levitate,"['male', 'female']",5,6,5,6,5,3
Tapu Koko,#0785,"['Electric', 'Fairy']","['Poison', 'Ground']","5' 11""",45.2 lbs,Electric Surge,Unknown,5,7,5,6,5,8
Metapod,#0011,Bug,"['Fire', 'Flying', 'Rock']","2' 04""",21.8 lbs,Shed Skin,"['male', 'female']",3,2,4,2,2,2
Dewott,#0502,Water,"['Grass', 'Electric']","2' 07""",54.0 lbs,Torrent,"['male', 'female']",5,5,4,5,4,4
Bayleef,#0153,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","3' 11""",34.8 lbs,Overgrow,"['male', 'female']",4,4,5,4,5,4
Blissey,#0242,Normal,Fighting,"4' 11""",103.2 lbs,"['Natural Cure', 'Serene Grace']",female,"['1', '5']",1,1,5,8,4
Seel,#0086,Water,"['Grass', 'Electric']","3' 07""",198.4 lbs,"['Thick Fat', 'Hydration']","['male', 'female']",4,3,4,3,5,3
Jellicent,#0593,"['Water', 'Ghost']","['Ghost', 'Dark', 'Grass', 'Electric']","7' 03""",297.6 lbs,"['Water Absorb', 'Cursed Body']",male,6,4,5,5,7,4
Togekiss,#0468,"['Fairy', 'Flying']","['Steel', 'Poison', 'Electric', 'Ice', 'Rock']","4' 11""",83.8 lbs,"['Serene Grace', 'Hustle']","['male', 'female']",5,3,6,8,7,5
Xatu,#0178,"['Psychic', 'Flying']","['Ghost', 'Dark', 'Electric', 'Ice', 'Rock']","4' 11""",33.1 lbs,"['Synchronize', 'Early Bird']","['male', 'female']",4,5,5,6,5,6
Feraligatr,#0160,Water,"['Grass', 'Electric']","7' 07""",195.8 lbs,Torrent,"['male', 'female']",5,7,6,5,5,5
Aurorus,#0699,"['Rock', 'Ice']","['Steel', 'Fighting', 'Water', 'Rock', 'Grass', 'Ground']","8' 10""",496.0 lbs,Refrigerate,"['male', 'female']",8,5,5,6,6,4
Weavile,#0461,"['Dark', 'Ice']","['Steel', 'Fire', 'Fighting', 'Rock', 'Fairy', 'Bug']","3' 07""",75.0 lbs,Pressure,"['male', 'female']",5,8,4,3,5,8
Regidrago,#0895,Dragon,"['Fairy', 'Ice', 'Dragon']","6' 11""",440.9 lbs,Dragon’s Maw,Unknown,"['1', '2']",6,3,6,3,5
Wyrdeer,#0899,"['Normal', 'Psychic']","['Dark', 'Bug']","5' 11""",209.7 lbs,,"['male', 'female']",7,7,5,7,5,4
Hypno,#0097,Psychic,"['Ghost', 'Dark', 'Bug']","5' 03""",166.7 lbs,"['Insomnia', 'Forewarn']","['male', 'female']",5,5,5,5,7,4
Bibarel,#0400,"['Normal', 'Water']","['Grass', 'Electric', 'Fighting']","3' 03""",69.4 lbs,"['Simple', 'Unaware']","['male', 'female']",5,5,4,4,4,5
Lumineon,#0457,Water,"['Grass', 'Electric']","3' 11""",52.9 lbs,"['Swift Swim', 'Storm Drain']","['male', 'female']",5,5,5,5,6,6
Staravia,#0397,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","2' 00""",34.2 lbs,Intimidate,"['male', 'female']",4,5,3,3,3,5
Granbull,#0210,Fairy,"['Steel', 'Poison']","4' 07""",107.4 lbs,"['Intimidate', 'Quick Feet']","['male', 'female']",6,8,5,4,4,3
Squawkabilly,#0931,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","2' 00""",5.3 lbs,"['Intimidate', 'Hustle']","['male', 'female']",5,6,3,3,3,6
Hoopa,#0720,"['Psychic', 'Ghost']","['Ghost', 'Dark']","1' 08""",19.8 lbs,Magician,Unknown,5,7,4,9,8,5
Rabsca,#0954,"['Bug', 'Psychic']","['Ghost', 'Fire', 'Flying', 'Dark', 'Rock', 'Bug']","1' 00""",7.7 lbs,Synchronize,"['male', 'female']",5,3,5,7,6,3
Mankey,#0056,Fighting,"['Psychic', 'Flying', 'Fairy']","1' 08""",61.7 lbs,"['Vital Spirit', 'Anger Point']","['male', 'female']",3,5,3,3,3,5
Celebi,#0251,"['Psychic', 'Grass']","['Ghost', 'Fire', 'Flying', 'Ice', 'Dark', 'Poison', 'Bug']","2' 00""",11.0 lbs,Natural Cure,Unknown,6,6,6,6,6,6
Genesect,#0649,"['Bug', 'Steel']",Fire,"4' 11""",181.9 lbs,Download,Unknown,5,8,6,8,6,6
Ferrothorn,#0598,"['Grass', 'Steel']","['Fire', 'Fighting']","3' 03""",242.5 lbs,Iron Barbs,"['male', 'female']",5,6,8,4,7,2
Eelektross,#0604,Electric,Ground,"6' 11""",177.5 lbs,Levitate,"['male', 'female']",5,7,5,7,5,3
Cubchoo,#0613,Ice,"['Fire', 'Steel', 'Fighting', 'Rock']","1' 08""",18.7 lbs,"['Snow Cloak', 'Slush Rush']","['male', 'female']",4,5,3,4,3,3
Latias,#0380,"['Dragon', 'Psychic']","['Ghost', 'Ice', 'Dragon', 'Dark', 'Fairy', 'Bug']","4' 07""",88.2 lbs,Levitate,female,5,5,6,7,8,7
Sharpedo,#0319,"['Water', 'Dark']","['Fairy', 'Grass', 'Electric', 'Fighting', 'Bug']","5' 11""",195.8 lbs,Rough Skin,"['male', 'female']",5,8,3,6,3,6
Gallade,#0475,"['Psychic', 'Fighting']","['Ghost', 'Fairy', 'Flying']","5' 03""",114.6 lbs,"['Steadfast', 'Sharpness']",male,4,8,4,4,7,5
Electabuzz,#0125,Electric,Ground,"3' 07""",66.1 lbs,Static,"['male', 'female']",4,5,4,6,5,7
Nidoran♂,#0032,Poison,"['Psychic', 'Ground']","1' 08""",19.8 lbs,"['Poison Point', 'Rivalry']",male,3,4,3,3,3,3
Goomy,#0704,Dragon,"['Fairy', 'Ice', 'Dragon']","1' 00""",6.2 lbs,"['Hydration', 'Sap Sipper']","['male', 'female']",3,3,3,4,5,3
Ceruledge,#0937,"['Fire', 'Ghost']","['Water', 'Ghost', 'Ground', 'Dark', 'Rock']","5' 03""",136.7 lbs,Flash Fire,"['male', 'female']",5,8,5,4,6,5
Wigglytuff,#0040,"['Normal', 'Fairy']","['Steel', 'Poison']","3' 03""",26.5 lbs,"['Cute Charm', 'Competitive']","['male', 'female']",9,5,3,5,3,3
Zigzagoon,#0263,Normal,Fighting,"1' 04""",38.6 lbs,"['Pickup', 'Gluttony']","['male', 'female']",3,2,3,2,3,4
Pawniard,#0624,"['Dark', 'Steel']","['Fire', 'Fighting', 'Ground']","1' 08""",22.5 lbs,"['Inner Focus', 'Defiant']","['male', 'female']",3,5,5,3,3,4
Spoink,#0325,Psychic,"['Ghost', 'Dark', 'Bug']","2' 04""",67.5 lbs,"['Own Tempo', 'Thick Fat']","['male', 'female']",4,2,3,5,5,4
Boldore,#0525,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","2' 11""",224.9 lbs,"['Sturdy', 'Weak Armor']","['male', 'female']",5,7,7,3,3,2
Loudred,#0294,Normal,Fighting,"3' 03""",89.3 lbs,Soundproof,"['male', 'female']",5,5,3,5,3,3
Blastoise,#0009,Water,"['Grass', 'Electric']","5' 03""",188.5 lbs,Torrent,"['male', 'female']",5,5,6,5,7,5
Combusken,#0256,"['Fire', 'Fighting']","['Water', 'Psychic', 'Flying', 'Ground']","2' 11""",43.0 lbs,Blaze,"['male', 'female']",4,5,4,5,4,4
Slowpoke,#0079,"['Water', 'Psychic']","['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']","3' 11""",79.4 lbs,"['Oblivious', 'Own Tempo']","['male', 'female']",6,4,4,3,3,1
Qwilfish,#0211,"['Water', 'Poison']","['Psychic', 'Electric', 'Ground']","1' 08""",8.6 lbs,"['Poison Point', 'Swift Swim']","['male', 'female']",4,6,5,4,4,5
Litleo,#0667,"['Fire', 'Normal']","['Water', 'Ground', 'Fighting', 'Rock']","2' 00""",29.8 lbs,"['Rivalry', 'Unnerve']","['male', 'female']",4,3,4,5,4,5
Piplup,#0393,Water,"['Grass', 'Electric']","1' 04""",11.5 lbs,Torrent,"['male', 'female']",4,3,4,4,4,3
Braixen,#0654,Fire,"['Water', 'Ground', 'Rock']","3' 03""",32.0 lbs,Blaze,"['male', 'female']",4,4,4,6,5,5
Regieleki,#0894,Electric,Ground,"3' 11""",319.7 lbs,Transistor,Unknown,5,6,3,6,3,"['1', '2']"
Drapion,#0452,"['Poison', 'Dark']",Ground,"4' 03""",135.6 lbs,"['Sniper', 'Battle Armor']","['male', 'female']",5,6,7,4,5,6
Accelgor,#0617,Bug,"['Fire', 'Flying', 'Rock']","2' 07""",55.8 lbs,"['Hydration', 'Sticky Hold']","['male', 'female']",5,5,3,6,4,9
Steelix,#0208,"['Steel', 'Ground']","['Fire', 'Water', 'Fighting', 'Ground']","30' 02""",881.8 lbs,"['Rock Head', 'Sturdy']","['male', 'female']",5,5,"['1', '2']",4,4,2
Budew,#0406,"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","0' 08""",2.6 lbs,"['Poison Point', 'Natural Cure']","['male', 'female']",3,2,3,3,5,4
Drilbur,#0529,Ground,"['Water', 'Grass', 'Ice']","1' 00""",18.7 lbs,"['Sand Rush', 'Sand Force']","['male', 'female']",4,5,3,2,3,4
Masquerain,#0284,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","2' 07""",7.9 lbs,Intimidate,"['male', 'female']",5,4,4,6,5,5
Muk,#0089,Poison,"['Psychic', 'Ground']","3' 11""",66.1 lbs,"['Stench', 'Sticky Hold']","['male', 'female']",7,7,5,4,6,3
Kingdra,#0230,"['Water', 'Dragon']","['Fairy', 'Dragon']","5' 11""",335.1 lbs,"['Swift Swim', 'Sniper']","['male', 'female']",5,6,6,6,6,5
Skiploom,#0188,"['Grass', 'Flying']","['Fire', 'Flying', 'Ice', 'Poison', 'Rock']","2' 00""",2.2 lbs,"['Chlorophyll', 'Leaf Guard']","['male', 'female']",4,3,3,3,4,5
Igglybuff,#0174,"['Normal', 'Fairy']","['Steel', 'Poison']","1' 00""",2.2 lbs,"['Cute Charm', 'Competitive']","['male', 'female']",6,2,1,3,2,1
Castform,#0351,Normal,Fighting,"1' 00""",1.8 lbs,Forecast,"['male', 'female']",5,5,5,5,5,5
Tentacruel,#0073,"['Water', 'Poison']","['Psychic', 'Electric', 'Ground']","5' 03""",121.3 lbs,"['Clear Body', 'Liquid Ooze']","['male', 'female']",5,5,4,5,8,6
Trevenant,#0709,"['Ghost', 'Grass']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","4' 11""",156.5 lbs,"['Natural Cure', 'Frisk']","['male', 'female']",5,7,5,4,5,4
Porygon,#0137,Normal,Fighting,"2' 07""",80.5 lbs,"['Trace', 'Download']",Unknown,4,4,5,5,5,3
Drampa,#0780,"['Normal', 'Dragon']","['Fairy', 'Fighting', 'Ice', 'Dragon']","9' 10""",407.9 lbs,"['Sap Sipper', 'Berserk']","['male', 'female']",5,4,5,8,6,3
Vespiquen,#0416,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","3' 11""",84.9 lbs,Pressure,female,5,5,6,5,6,3
Iron Thorns,#0995,"['Rock', 'Electric']","['Water', 'Grass', 'Fighting', 'Ground']","5' 03""",668.0 lbs,Quark Drive,Unknown,6,8,7,5,5,5
Zygarde,#0718,"['Dragon', 'Ground']","['Fairy', 'Ice', 'Dragon']","16' 05""",672.4 lbs,Aura Break,Unknown,7,6,8,5,6,6
Quagsire,#0195,"['Water', 'Ground']",Grass,"4' 07""",165.3 lbs,"['Damp', 'Water Absorb']","['male', 'female']",6,5,5,4,4,3
Purugly,#0432,Normal,Fighting,"3' 03""",96.6 lbs,"['Own Tempo', 'Thick Fat']","['male', 'female']",5,5,4,4,4,7
Varoom,#0965,"['Steel', 'Poison']","['Fire', 'Ground']","3' 03""",77.2 lbs,Overcoat,"['male', 'female']",3,5,4,2,3,3
Koffing,#0109,Poison,"['Psychic', 'Ground']","2' 00""",2.2 lbs,"['Levitate', 'Neutralizing Gas']","['male', 'female']",3,4,6,4,3,3
Delibird,#0225,"['Ice', 'Flying']","['Steel', 'Fire', 'Electric', 'Rock']","2' 11""",35.3 lbs,"['Vital Spirit', 'Hustle']","['male', 'female']",3,4,3,4,3,5
Kricketune,#0402,Bug,"['Fire', 'Flying', 'Rock']","3' 03""",56.2 lbs,Swarm,"['male', 'female']",5,5,3,4,3,4
Cresselia,#0488,Psychic,"['Ghost', 'Dark', 'Bug']","4' 11""",188.7 lbs,Levitate,female,8,5,8,5,8,5
Ralts,#0280,"['Psychic', 'Fairy']","['Ghost', 'Steel', 'Poison']","1' 04""",14.6 lbs,"['Synchronize', 'Trace']","['male', 'female']",2,2,2,3,3,3
Ninetales,#0038,Fire,"['Water', 'Ground', 'Rock']","3' 07""",43.9 lbs,Flash Fire,"['male', 'female']",5,5,5,5,6,6
Pidgey,#0016,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","1' 00""",4.0 lbs,"['Keen Eye', 'Tangled Feet']","['male', 'female']",3,3,3,3,3,4
Yanma,#0193,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","3' 11""",83.8 lbs,"['Compound Eyes', 'Speed Boost']","['male', 'female']",4,4,3,5,3,6
Meganium,#0154,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","5' 11""",221.6 lbs,Overgrow,"['male', 'female']",5,5,6,5,6,5
Cleffa,#0173,Fairy,"['Steel', 'Poison']","1' 00""",6.6 lbs,"['Cute Charm', 'Magic Guard']","['male', 'female']",3,2,2,3,4,1
Umbreon,#0197,Dark,"['Fairy', 'Bug', 'Fighting']","3' 03""",59.5 lbs,Synchronize,"['male', 'female']",6,4,7,4,8,4
Darumaka,#0554,Fire,"['Water', 'Ground', 'Rock']","2' 00""",82.7 lbs,Hustle,"['male', 'female']",5,6,3,1,3,3
Seedot,#0273,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","1' 08""",8.8 lbs,"['Chlorophyll', 'Early Bird']","['male', 'female']",3,3,3,2,2,2
Krokorok,#0552,"['Ground', 'Dark']","['Ice', 'Water', 'Fighting', 'Fairy', 'Grass', 'Bug']","3' 03""",73.6 lbs,"['Intimidate', 'Moxie']","['male', 'female']",4,5,3,3,3,5
Hariyama,#0297,Fighting,"['Psychic', 'Flying', 'Fairy']","7' 07""",559.5 lbs,"['Guts', 'Thick Fat']","['male', 'female']",9,8,4,3,4,3
Darkrai,#0491,Dark,"['Fairy', 'Bug', 'Fighting']","4' 11""",111.3 lbs,Bad Dreams,Unknown,5,6,6,8,6,8
Rampardos,#0409,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","5' 03""",226.0 lbs,Mold Breaker,"['male', 'female']",6,"['1', '0']",4,4,3,4
Mudbray,#0749,Ground,"['Water', 'Grass', 'Ice']","3' 03""",242.5 lbs,"['Own Tempo', 'Stamina']","['male', 'female']",5,6,5,3,4,3
Staraptor,#0398,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","3' 11""",54.9 lbs,Intimidate,"['male', 'female']",5,8,5,3,4,6
Cramorant,#0845,"['Flying', 'Water']","['Electric', 'Rock']","2' 07""",39.7 lbs,Gulp Missile,"['male', 'female']",5,5,4,6,5,5
Dewpider,#0751,"['Water', 'Bug']","['Flying', 'Electric', 'Rock']","1' 00""",8.8 lbs,Water Bubble,"['male', 'female']",3,3,4,3,5,2
Seadra,#0117,Water,"['Grass', 'Electric']","3' 11""",55.1 lbs,"['Poison Point', 'Sniper']","['male', 'female']",4,4,6,6,3,5
Cetitan,#0975,Ice,"['Fire', 'Steel', 'Fighting', 'Rock']","14' 09""",1543.2 lbs,"['Thick Fat', 'Slush Rush']","['male', 'female']","['1', '0']",7,4,3,4,5
